RADZIHOVSKY, L,TONER, J
HANKE, W,SCHRIEFFER, JR
HANKE, W,LINDEN, WVD
HANKE, W,PREUSS, R
HANKE, W,SCHMALIAN, J
HANKE, W,GRABOWSKI, S
HANKE, W,BRANDT, EH
HANKE, W,ENDRES, H
HANKE, W,NOACK, RM
HANKE, W,ASSAAD, FF
HANKE, W,HAGENAARS, TJ
HANKE, W,SCHUTTLER, HB
HANKE, W,ZIEGLER, W
HANKE, W,SAKAI, T
HANKE, W,HU, J
HANKE, W,ZACHER, MG
HANKE, W,CAPPONI, S
HANKE, W,HETZEL, RE
HANKE, W,EVERTZ, HG
HANKE, W,KLEINER, R
HANKE, W,GROBER, C
HANKE, W,MEIXNER, S
HANKE, W,LEGHISSA, M
HANKE, W,SAEMANNISCHENKO, G
HANKE, W,ZHANG, SC
HANKE, W,HILDEBRAND, G
HANKE, W,SCHMITT, O
HANKE, W,BRENDEL, B
HANKE, W,SCALAPINO, D
HANKE, W,NAGELSTRASSER, M
HANKE, W,DROGE, H
HANKE, W,FISCHER, HPSF
HANKE, W,LITZ, T
HANKE, W,WAAG, A
HANKE, W,FLESZAR, GLA
HANKE, W,GROEBER, C
HANKE, W,KIRCHNER, S
HANKE, W,DORNEICH, A
HANKE, W,ECKL, T
ARRIGONI, E,POILBLANC, D
ARRIGONI, E,AUERBACH, A
ARRIGONI, E,STRINATI, GC
ARRIGONI, E,ZHANG, S
ARRIGONI, E,SCHRIEFFER, JR
ARRIGONI, E,SCHMALIAN, J
ARRIGONI, E,ASSAAD, FF
ARRIGONI, E,HU, J
ARRIGONI, E,ZACHER, MG
ARRIGONI, E,CAPPONI, S
ARRIGONI, E,GROBER, C
ARRIGONI, E,MEIXNER, S
ARRIGONI, E,HILDEBRAND, G
ARRIGONI, E,BRENDEL, B
ARRIGONI, E,DORNEICH, A
ARRIGONI, E,ECKL, T
LORENZANA, J,SAWATZKY, GA
LORENZANA, J,LEMA, F
LORENZANA, J,GAGLIANO, E
LORENZANA, J,PIERLEONI, C
LORENZANA, J,CIUCHI, S
LORENZANA, J,EROLES, J
LORENZANA, J,RS, SS
LORENZANA, J,BACCI, S
LORENZANA, J,VICENTE, JJ
SAWATZKY, GA,ANISIMOV, VI
SAWATZKY, GA,JANNER, AM
SAWATZKY, GA,KOOPMANS, B
SAWATZKY, GA,JONKMAN, HT
SAWATZKY, GA,BOOTH, CH
SAWATZKY, GA,BRIDGES, F
SAWATZKY, GA,KHOMSKII, DI
SAWATZKY, GA,BRINK, JVD
SAWATZKY, GA,ELFIMOV, IS
SAWATZKY, GA,KOROTIN, MA
SAWATZKY, GA,EZHOV, SY
SAWATZKY, GA,STOICA, O
SAWATZKY, GA,PEN, HF
SAWATZKY, GA,SOLOVYEV, IV
SAWATZKY, GA,ROGOJANU, O
SAWATZKY, GA,STEKELENBURG, W
SAWATZKY, GA,KUGEL, KI
SAWATZKY, GA,MIZOKAWA, T
SAWATZKY, GA,KWEI, GH
SAWATZKY, GA,NEUMEIER, JJ
ZHANG, S,STOLZE, J
ZHANG, S,MULLER, G
ZHANG, S,SCALAPINO, DJ
ZHANG, S,AUERBACH, A
ZHANG, S,AROVAS, DP
ZHANG, S,KOHNO, H
ZHANG, S,DEMLER, E
ZHANG, S,GUBERNATIS, JE
ZHANG, S,GUERRERO, M
ZHANG, S,BERLINSKY, AJ
ZHANG, S,KALLIN, C
ZHANG, S,CARLSON, J
ZHANG, S,KARBACH, M
ZHANG, S,ORTIZ, G
ZHANG, S,PRYADKO, LP
ZHANG, S,BULUT, N
ZHANG, S,SHENOY, VB
ZHANG, S,HU, J
ZHANG, S,ZACHER, MG
ZHANG, S,MEIXNER, S
ZHANG, S,BAZALIY, YB
ZHANG, S,JONES, BA
ZHANG, S,RABELLO, S
ZHANG, S,KENT, AD
ZHANG, S,SCALAPINO, D
ZHANG, S,RUEDIGER, U
ZHANG, S,YU, J
ZHANG, S,LEVY, PM
ZHANG, S,ZHONG, Y
ZHANG, S,PARKIN, SSP
ZHANG, S,DORNEICH, A
ZHANG, S,SAAM, WF
DAGOTTO, E,RICE, TM
DAGOTTO, E,MACDONALD, AH
DAGOTTO, E,PENC, K
DAGOTTO, E,MILA, F
DAGOTTO, E,POILBLANC, D
DAGOTTO, E,SCALAPINO, DJ
DAGOTTO, E,SANDVIK, AW
DAGOTTO, E,SCALETTAR, RT
DAGOTTO, E,NAZARENKO, A
DAGOTTO, E,VOS, KJE
DAGOTTO, E,HAAS, S
DAGOTTO, E,GOODING, RJ
DAGOTTO, E,FURUKAWA, N
DAGOTTO, E,NORI, F
DAGOTTO, E,MERLIN, R
DAGOTTO, E,SANDVIK, A
DAGOTTO, E,RIERA, J
DAGOTTO, E,ULMKE, M
DAGOTTO, E,UHRIG, GS
DAGOTTO, E,MULLERHARTMANN, E
DAGOTTO, E,CHEN, YC
DAGOTTO, E,DUFFY, D
DAGOTTO, E,MOREO, A
DAGOTTO, E,RANDERIA, M
DAGOTTO, E,TSUTSUI, K
DAGOTTO, E,MALVEZZI, AL
DAGOTTO, E,HALLBERG, K
DAGOTTO, E,FAVAND, J
DAGOTTO, E,LEE, TK
DAGOTTO, E,SHIH, CT
DAGOTTO, E,HU, J
DAGOTTO, E,SCHOENFELD, F
DAGOTTO, E,MARTINS, G
DAGOTTO, E,CAPPONI, S
DAGOTTO, E,HOTTA, T
DAGOTTO, E,TAKADA, Y
DAGOTTO, E,VOJTA, M
DAGOTTO, E,GAZZA, CJ
DAGOTTO, E,TOHYAMA, T
DAGOTTO, E,AUGIER, D
DAGOTTO, E,DELIA, A
DAGOTTO, E,RIERA, JA
DAGOTTO, E,YUNOKI, S
DAGOTTO, E,MARTINS, GB
DAGOTTO, E,LAUKAMP, M
DAGOTTO, E,ENGELBRECHT, JR
DAGOTTO, E,GAZZA, C
DAGOTTO, E,HANSEN, PM
DAGOTTO, E,LOPEZ, AC
DAGOTTO, E,KOIZUMI, H
DAGOTTO, E,MAYR, M
DAGOTTO, E,FEIGUIN, A
SUSHKOV, OP,ZHITOMIRSKY, ME
SUSHKOV, OP,SANDVIK, AW
SUSHKOV, OP,KUCHIEV, MY
SUSHKOV, OP,SHEPELYANSKY, DL
SUSHKOV, OP,JACQUOD, P
SUSHKOV, OP,MURRAY, DW
SUSHKOV, OP,DOTSENKO, AV
SUSHKOV, OP,OITMAA, J
SUSHKOV, OP,WEIHONG, Z
SUSHKOV, OP,BRINK, JVD
SUSHKOV, OP,FLAMBAUM, VV
SUSHKOV, OP,GRIBAKIN, GF
SUSHKOV, OP,PONOMAREV, IV
SUSHKOV, OP,SHEVCHENKO, PV
SUSHKOV, OP,KOTOV, VN
SUSHKOV, OP,BYRNES, TMR
SUSHKOV, OP,MURPHY, MT
RIERA, J,POILBLANC, D
RIERA, J,NAZARENKO, A
RIERA, J,HAAS, S
RIERA, J,HAYWARD, CA
RIERA, J,SANDVIK, A
RIERA, J,DOBRY, A
RIERA, J,GRECO, A
RIERA, J,KOVAL, S
RIERA, J,DUFFY, D
RIERA, J,MOREO, A
RIERA, J,SORENSEN, E
RIERA, J,TSUTSUI, K
RIERA, J,PANTIGNY, F
RIERA, J,MALVEZZI, AL
RIERA, J,HALLBERG, K
RIERA, J,MILLET, P
RIERA, J,MARTINS, G
RIERA, J,BARNES, T
RIERA, J,GAZZA, CJ
RIERA, J,BERTHIER, C
RIERA, J,HORVATIC, M
RIERA, J,AUGIER, D
RIERA, J,TENNANT, DA
RIERA, J,MARTINS, GB
RIERA, J,LAUKAMP, M
RIERA, J,CHABOUSSANT, G
RIERA, J,PIOVESANA, O
RIERA, J,GAZZA, C
RIERA, J,HANSEN, PM
RIERA, J,LOPEZ, AC
RIERA, J,TENNANT, A
RIERA, J,NAGLER, S
RIERA, J,GARRETT, A
RIERA, J,SALES, B
RIERA, J,SMIRNOV, D
RIERA, J,LEOTIN, J
RIERA, J,HANSEN, P
RIERA, J,BOUCHER, JP
RIERA, J,CALEMCZUK, R
RIERA, J,LEVY, L
RIERA, J,DALOSTO, SD
CHEN, YC,WENG, ZY
CHEN, YC,SHENG, DN
CHEN, YC,TING, CS
CHEN, YC,NETO, AHC
CHEN, YC,LEE, TK
CHEN, YC,SHIH, CT
CHEN, YC,LIN, HQ
CHEN, YC,TOHYAMA, T
CHEN, YC,GAZZA, C
JANNER, AM,KOOPMANS, B
JANNER, AM,JONKMAN, HT
KOOPMANS, B,JONKMAN, HT
NAKAUCHI, A,TSUTSUI, K
TSUTSUI, K,INOUE, J
TSUTSUI, K,TOHYAMA, T
TSUTSUI, K,KOSHIBAE, W
ESKES, H,GRIMBERG, R
ESKES, H,SAARLOOS, WV
ESKES, H,ZAANEN, J
ESKES, H,SUSHKOV, O
ESKES, H,SAWATZKY, G
ESKES, H,OSMAN, OY
LEE, TK,TING, CS
LEE, TK,LIANG, S
LEE, TK,WU, WC
LEE, TK,SHIH, CT
LEE, TK,LI, J
LEE, TK,LIN, HQ
LEE, TK,HU, C
LEE, TK,TOHYAMA, T
LEE, TK,MOU, C
LEE, TK,GAZZA, C
LEE, TK,ZHU, J
LEE, TK,PARK, Y
SHIH, CT,LEE, HC
SHIH, CT,LIN, HQ
SHIH, CT,TOHYAMA, T
SHIH, CT,GAZZA, C
SHIH, CT,SU, ZY
SHIH, CT,GWAN, JF
SHIH, CT,HAO, BL
SHIH, CT,HSIEH, CH
ZACHER, MG,MILA, F
ZACHER, MG,POILBLANC, D
ZACHER, MG,SCALAPINO, DJ
ZACHER, MG,SCHRIEFFER, JR
ZACHER, MG,ENDRES, H
ZACHER, MG,NOACK, RM
ZACHER, MG,BULUT, N
ZACHER, MG,CAPPONI, S
ZACHER, MG,MEIXNER, S
ZACHER, MG,GROEBER, C
ZACHER, MG,DORNEICH, A
BRINK, JVD,HORSCH, P
BRINK, JVD,GUNNARSSON, O
BRINK, JVD,KHOMSKII, DI
BRINK, JVD,KHALIULLIN, G
BRINK, JVD,KHOMSKII, D
BRINK, JVD,OLES, AM
BRINK, JVD,EYERT, V
BRINK, JVD,MACK, F
BRINK, JVD,STEKELENBURG, W
BRINK, JVD,KUGEL, KI
LIN, HQ,ZOU, L
LIN, HQ,ZHENG, Q
LIN, HQ,FENG, S
LIN, HQ,SONG, Y
LIN, HQ,SHEN, J
LIN, HQ,SHEN, JL
LIN, HQ,YU, WQ
LIN, HQ,HUANG, ZB
MEIXNER, S,DEMLER, E
MEIXNER, S,DORNEICH, A
SUSHKOV, O,OITMAA, J
SUSHKOV, O,WEIHONG, Z
SUSHKOV, O,SAWATZKY, G
SUSHKOV, O,MCRAE, W
SUSHKOV, O,KOTOV, VN
SUSHKOV, O,MARINARO, D
ZHANG, SC,DEMLER, E
ZHANG, SC,BAZALIY, Y
PEN, HF,ANISIMOV, VI
PEN, HF,KHOMSKII, DI
PEN, HF,EZHOV, SY
MARTINS, GB,MALVEZZI, AL
MARTINS, GB,GAZZA, CJ
MARTINS, GB,LAUKAMP, M
MARTINS, GB,HASSAN, AK
MARTINS, GB,PARDI, LA
MARTINS, GB,CAO, G
MARTINS, GB,BRUNEL, L
MARTINS, GB,GAZZA, C
MARTINS, GB,HANSEN, PM
MARTINS, GB,LOPEZ, AC
KOTOV, VN,ZHITOMIRSKY, ME
KOTOV, VN,OITMAA, J
KOTOV, VN,WEIHONG, Z
KOTOV, VN,LEMMENS, P
KOTOV, VN,GUNTHERODT, G
KOTOV, VN,FISCHER, M
KOTOV, VN,SHEVCHENKO, PV
KOTOV, VN,UEDA, Y
KOTOV, VN,PALSTRA, TTM
KOTOV, VN,GROVE, M
KOTOV, VN,HALL, D
KOTOV, VN,KAGEYAMA, H
KOTOV, VN,ONIZUKA, K
KOTOV, VN,BOMPADRE, SG
KOTOV, VN,HEBARD, AF
KOTOV, VN,MARIS, G
KOTOV, VN,BAAS, J
GROEBER, C,DORNEICH, A
POILBLANC, D,MILA, F
POILBLANC, D,GIAMARCHI, T
POILBLANC, D,SCALAPINO, DJ
POILBLANC, D,SANDVIK, AW
POILBLANC, D,HAAS, S
POILBLANC, D,PREUSS, R
POILBLANC, D,HAYWARD, CA
POILBLANC, D,NOACK, M
POILBLANC, D,LAB, WHWH
POILBLANC, D,AFFLECK, I
POILBLANC, D,FURUKAWA, N
POILBLANC, D,DOBRY, A
POILBLANC, D,KOVAL, S
POILBLANC, D,BERAN, P
POILBLANC, D,LAUGHLIN, RB
POILBLANC, D,BOURBONNAIS, C
POILBLANC, D,MOREO, A
POILBLANC, D,ALBRECHT, M
POILBLANC, D,SORENSEN, E
POILBLANC, D,ENDRES, H
POILBLANC, D,NOACK, RM
POILBLANC, D,PANTIGNY, F
POILBLANC, D,MALVEZZI, AL
POILBLANC, D,ZIEGLER, W
POILBLANC, D,SAKAI, T
POILBLANC, D,BOUZERAR, G
POILBLANC, D,HU, J
POILBLANC, D,MILLET, P
POILBLANC, D,CAPPONI, S
POILBLANC, D,REVCOLEVSCHI, A
POILBLANC, D,LEVY, LP
POILBLANC, D,AMMERAHL, U
POILBLANC, D,DHALENNE, G
POILBLANC, D,BERTHIER, C
POILBLANC, D,HORVATIC, M
POILBLANC, D,AUGIER, D
POILBLANC, D,DELIA, A
POILBLANC, D,YUNOKI, S
POILBLANC, D,CHABOUSSANT, G
POILBLANC, D,PIOVESANA, O
POILBLANC, D,MAYAFFRE, H
POILBLANC, D,AUBANSENZIER, P
POILBLANC, D,JEROME, D
POILBLANC, D,SMIRNOV, D
POILBLANC, D,LEOTIN, J
POILBLANC, D,HANSEN, P
POILBLANC, D,BOUCHER, JP
POILBLANC, D,CALEMCZUK, R
POILBLANC, D,LEVY, L
NAGAOSA, N,SIGRIST, M
NAGAOSA, N,LEE, PA
NAGAOSA, N,WEN, X
NAGAOSA, N,FUKUYAMA, H
NAGAOSA, N,NG, T
NAGAOSA, N,KOHMOTO, M
NAGAOSA, N,WESTERBERG, E
NAGAOSA, N,TANAKA, KB
NAGAOSA, N,PONOMARENKO, V
NAGAOSA, N,YAMANAKA, M
NAGAOSA, N,LEE, HC
NAGAOSA, N,MILLER, LL
NAGAOSA, N,MUELLER, M
NAGAOSA, N,BREHMER, S
NAGAOSA, N,MIKESKA, HJ
NAGAOSA, N,MORINARI, T
NAGAOSA, N,ISHIHARA, S
NAGAOSA, N,UCHIDA, S
NAGAOSA, N,MURAKAMI, S
NAGAOSA, N,SHEN, ZX
NAGAOSA, N,IMURA, K
NAGAOSA, N,TOHYAMA, T
NAGAOSA, N,SUZUURA, H
NAGAOSA, N,MAEZONO, R
NAGAOSA, N,SHIBATA, Y
NAGAOSA, N,OHGUSHI, K
YAMANAKA, M,HATSUGAI, Y
YAMANAKA, M,KOHMOTO, M
YAMANAKA, M,KOMA, T
YAMANAKA, M,AFFLECK, I
YAMANAKA, M,OSHIKAWA, M
YAMANAKA, M,MIYASHITA, S
YAMANAKA, M,LEE, HC
YAMANAKA, M,HONJO, S
YAMANAKA, M,ISHIHARA, S
YAMANAKA, M,MURAKAMI, S
YAMANAKA, M,MAEZONO, R
YAMANAKA, M,NAKAMURA, YO
YAMANAKA, M,KOSHIBAE, W
YAMANAKA, M,SATOU, A
ENDOH, Y,MARTIN, MC
ENDOH, Y,GREVEN, M
ENDOH, Y,BIRGENEAU, RJ
ENDOH, Y,FURUKAWA, N
ENDOH, Y,WELLS, BO
ENDOH, Y,CHOU, FC
ENDOH, Y,JOHNSTON, DC
ENDOH, Y,KASTNER, MA
ENDOH, Y,LEE, YS
ENDOH, Y,SHIRANE, G
ENDOH, Y,TRANQUADA, JM
ENDOH, Y,YAMADA, K
ENDOH, Y,HIROTA, K
ENDOH, Y,MORITOMO, Y
ENDOH, Y,TOKURA, Y
ENDOH, Y,KIM, Y
ENDOH, Y,ERWIN, RW
ENDOH, Y,ISHIHARA, S
ENDOH, Y,GARRETT, AW
ENDOH, Y,UCHIDA, S
ENDOH, Y,FROST, CD
ENDOH, Y,LUKE, GM
ENDOH, Y,UEMURA, YJ
ENDOH, Y,KOJIMA, KM
ENDOH, Y,FUDAMOTO, Y
ENDOH, Y,LARKIN, M
ENDOH, Y,MERRIN, J
ENDOH, Y,NACHUMI, B
ENDOH, Y,MOTOYAMA, N
ENDOH, Y,EISAKI, H
ENDOH, Y,HOSOYA, S
ENDOH, Y,STERNLIEB, BJ
ENDOH, Y,LEE, SH
ENDOH, Y,ARAI, M
ENDOH, Y,MATSUDA, M
ENDOH, Y,ERWIN, R
ENDOH, Y,MATSUMURA, T
ENDOH, Y,OKAMOTO, S
ENDOH, Y,KIM, YJ
ENDOH, Y,BENNINGTON, SM
ENDOH, Y,NAKAO, H
ENDOH, Y,LEE, C
ENDOH, Y,TAJIMA, S
ENDOH, Y,YOSHIZAWA, H
ENDOH, Y,FUJITA, M
ENDOH, Y,KUBOTA, M
ENDOH, Y,FUJIOKA, H
ENDOH, Y,NOJIRI, H
ENDOH, Y,KANEKO, K
ENDOH, Y,FUKUDA, T
ENDOH, Y,KIMURA, H
ENDOH, Y,MURAKAMI, Y
ENDOH, Y,MOTOKAWA, M
ENDOH, Y,NISHIZAWA, A
ENDOH, Y,MAEKAWA, AS
ENDOH, Y,OHOYAMA, K
ENDOH, Y,WAKIMOTO, S
ENDOH, Y,GEHRING, PM
ENDOH, Y,UEKI, S
ENDOH, Y,TAKAHASHI, K
ENDOH, Y,BOENI, P
ENDOH, Y,TOMIMOTO, K
ENDOH, Y,OUMI, N
ENDOH, Y,WAKABAYASHI, Y
ENDOH, Y,NISHIJIMA, T
ENDOH, Y,SHIOHARA, Y
ENDOH, Y,MATSUSHITA, H
HIROTA, K,MARTIN, MC
HIROTA, K,BIRGENEAU, RJ
HIROTA, K,FURUKAWA, N
HIROTA, K,KASTNER, MA
HIROTA, K,LEE, YS
HIROTA, K,SHIRANE, G
HIROTA, K,YAMADA, K
HIROTA, K,MORITOMO, Y
HIROTA, K,TOKURA, Y
HIROTA, K,MASLOV, S
HIROTA, K,FUJII, Y
HIROTA, K,NISHI, M
HIROTA, K,AKIMITSU, J
HIROTA, K,HASE, M
HIROTA, K,UCHINOKURA, K
HIROTA, K,SASAGO, Y
HIROTA, K,KOIDE, N
HIROTA, K,ISHIHARA, S
HIROTA, K,NAGLER, SE
HIROTA, K,ZHELUDEV, A
HIROTA, K,LEE, SH
HIROTA, K,YOKOO, T
HIROTA, K,RAYMOND, S
HIROTA, K,ERWIN, R
HIROTA, K,MATSUMURA, T
HIROTA, K,OKAMOTO, S
HIROTA, K,NAKAO, H
HIROTA, K,MASUDA, T
HIROTA, K,TSUKADA, I
HIROTA, K,YOSHIZAWA, H
HIROTA, K,FUJITA, M
HIROTA, K,KUBOTA, M
HIROTA, K,FUJIOKA, H
HIROTA, K,NOJIRI, H
HIROTA, K,KANEKO, K
HIROTA, K,FUKUDA, T
HIROTA, K,KIMURA, H
HIROTA, K,MURAKAMI, Y
HIROTA, K,MOTOKAWA, M
HIROTA, K,NISHIZAWA, A
HIROTA, K,MAEKAWA, AS
HIROTA, K,OHOYAMA, K
HIROTA, K,WAKIMOTO, S
HIROTA, K,GEHRING, PM
HIROTA, K,UEKI, S
HIROTA, K,TAKAHASHI, K
HIROTA, K,LEE, CH
HIROTA, K,OUMI, N
HIROTA, K,WAKABAYASHI, Y
HIROTA, K,MATSUSHITA, H
MILLER, LL,TROYER, M
MILLER, LL,ANISIMOV, VI
MILLER, LL,JOHNSTON, DC
MILLER, LL,BLUMBERG, G
MILLER, LL,KLEIN, MV
MILLER, LL,UEDA, K
MILLER, LL,ZHANG, FC
MILLER, LL,ABBAMONTE, P
MILLER, LL,LEE, WC
MILLER, LL,GINSBERG, DM
MILLER, LL,LIDSKY, D
MILLER, LL,BOZOVIC, I
MILLER, LL,ECKSTEIN, JN
MILLER, LL,WANG, YY
MILLER, LL,DRAVID, VP
MILLER, LL,NG, KK
MILLER, LL,SCHNATTERLY, SE
MILLER, LL,KOROTIN, MA
MILLER, LL,SHEN, ZX
MILLER, LL,MARSHALL, DS
MILLER, LL,TOHYAMA, T
MILLER, LL,AZUMA, M
MILLER, LL,TAKANO, M
MILLER, LL,KIM, C
MILLER, LL,ISOBE, M
MILLER, LL,UEDA, Y
MILLER, LL,CHEONG, SW
MILLER, LL,PLATZMAN, PM
MILLER, LL,MIYAHARA, S
MILLER, LL,BURNS, CA
MILLER, LL,ISAACS, ED
MILLER, LL,SHIBATA, Y
MILLER, LL,KONDO, S
MILLER, LL,FENG, DL
MILLER, LL,LOESER, AG
MILLER, LL,RONNING, F
MILLER, LL,MAHAJAN, AV
MILLER, LL,HIROI, Z
IMAMURA, H,PHYSICS, DO
IMAMURA, H,AOKI, H
IMAMURA, H,KADOWAKI, K
IMAMURA, H,MAKSTYM, PA
IMAMURA, H,MOCHIKU, UOL
IMAMURA, H,MAKSYM, PA
IMAMURA, H,TAKAHASHI, S
IMAMURA, H,CHIBA, J
IMAMURA, H,MITANI, S
IMAMURA, H,TAKANASHI, K
IMAMURA, H,FUJIMORI, H
IMAMURA, H,KOBAYASHI, N
INOUE, J,BAUER, GEW
INOUE, J,NAZAROV, YV
INOUE, J,BRANDES, T
INOUE, J,NISHIMORI, H
INOUE, J,BRATAAS, A
INOUE, J,CARLUCCI, DM
INOUE, J,TANAKA, Y
INOUE, J,KABASHIMA, Y
INOUE, J,KASHIWAYA, S
INOUE, J,YOSHIDA, N
INOUE, J,SHIMIZU, A
INOUE, J,BRUNO, P
INOUE, J,ITOH, H
INOUE, J,NONOYAMA, S
INOUE, J,SHIGEMORI, M
INOUE, J,TSUCHIURA, H
INOUE, J,KAWAI, N
INOUE, J,ASAI, T
ISHIHARA, S,LEE, HC
ISHIHARA, S,MURAKAMI, S
ISHIHARA, S,MAEZONO, R
ISHIHARA, S,OKAMOTO, S
ISHIHARA, S,NOJIRI, H
ISHIHARA, S,KANEKO, K
ISHIHARA, S,FUKUDA, T
ISHIHARA, S,KIMURA, H
ISHIHARA, S,MURAKAMI, Y
ISHIHARA, S,MOTOKAWA, M
ISHIHARA, S,ISHIZAKA, S
ISHIHARA, S,NISHIZAWA, A
ISHIHARA, S,MAEKAWA, AS
UCHIDA, S,GHOSH, H
UCHIDA, S,PENC, K
UCHIDA, S,SHIRANE, G
UCHIDA, S,TRANQUADA, JM
UCHIDA, S,YAMADA, K
UCHIDA, S,TOKURA, Y
UCHIDA, S,UEHARA, M
UCHIDA, S,KIMURA, T
UCHIDA, S,NAKAMURA, Y
UCHIDA, S,STEPHAN, W
UCHIDA, S,AKIMITSU, J
UCHIDA, S,MUELLER, M
UCHIDA, S,BREHMER, S
UCHIDA, S,MIKESKA, HJ
UCHIDA, S,IKEDA, H
UCHIDA, S,AXE, JD
UCHIDA, S,ICHIKAWA, N
UCHIDA, S,MOODENBAUGH, AR
UCHIDA, S,KOBAYASHI, K
UCHIDA, S,MAITI, K
UCHIDA, S,HARRIS, JM
UCHIDA, S,SHEN, ZX
UCHIDA, S,WHITE, PJ
UCHIDA, S,LUKE, GM
UCHIDA, S,UEMURA, YJ
UCHIDA, S,MIZUNO, Y
UCHIDA, S,TOHYAMA, T
UCHIDA, S,SHUKLA, A
UCHIDA, S,KOJIMA, KM
UCHIDA, S,FUDAMOTO, Y
UCHIDA, S,LARKIN, M
UCHIDA, S,MERRIN, J
UCHIDA, S,NACHUMI, B
UCHIDA, S,MOTOYAMA, N
UCHIDA, S,EISAKI, H
UCHIDA, S,HOSOYA, S
UCHIDA, S,STERNLIEB, BJ
UCHIDA, S,NAKAMURA, M
UCHIDA, S,ANDERSEN, NH
UCHIDA, S,LEE, SH
UCHIDA, S,BALAKIREV, FF
UCHIDA, S,YOSHIZAKI, R
UCHIDA, S,SI, WD
UCHIDA, S,XIONG, JW
UCHIDA, S,ZHAO, ZX
UCHIDA, S,DESSAU, DS
UCHIDA, S,KISHIO, K
UCHIDA, S,ECCLESTON, RS
UCHIDA, S,KIM, C
UCHIDA, S,BOEBINGER, GS
UCHIDA, S,OSAFUNE, T
UCHIDA, S,MATSUDA, M
UCHIDA, S,KATSUMATA, K
UCHIDA, S,YOKOO, T
UCHIDA, S,SHAPIRO, SM
UCHIDA, S,ZARESTKY, JL
UCHIDA, S,BOSKE, T
UCHIDA, S,KNAUFF, O
UCHIDA, S,RUCK, K
UCHIDA, S,GOLDEN, MS
UCHIDA, S,KRABBES, G
UCHIDA, S,OSAFUNE, JFT
UCHIDA, S,ANDO, Y
UCHIDA, S,PASSNER, A
UCHIDA, S,OKUYA, M
UCHIDA, S,RYKOV, AI
UCHIDA, S,TAJIMA, S
UCHIDA, S,NODA, T
UCHIDA, S,NEUDERT, R
UCHIDA, S,KNUPFER, M
UCHIDA, S,FINK, J
UCHIDA, S,INO, A
UCHIDA, S,MIZOKAWA, T
UCHIDA, S,FUJIMORI, A
UCHIDA, S,SASAGAWA, T
UCHIDA, S,TAMASAKU, K
UCHIDA, S,MAZUMDAR, S
UCHIDA, S,KAKURAI, K
UCHIDA, S,BETTS, JB
UCHIDA, S,KAKESHITA, T
UCHIDA, S,TAKABA, M
UCHIDA, S,ONG, NP
UCHIDA, S,WATAUCHI, S
UCHIDA, S,YOSHIDA, T
UCHIDA, S,GEHRING, PM
UCHIDA, S,XU, ZA
UCHIDA, S,NIEMOELLER, T
UCHIDA, S,FRELLO, T
UCHIDA, S,HUENNEFELD, H
UCHIDA, S,SCHNEIDER, JR
UCHIDA, S,GOTO, M
UCHIDA, S,TAGAMI, M
UCHIDA, S,YOSHIDA, K
UCHIDA, S,SIOHARA, Y
UCHIDA, S,TOMIMOTO, K
UCHIDA, S,SCHNEEMEYER, LF
UCHIDA, S,SHIMOYAMA, J
UCHIDA, S,PAN, SH
UCHIDA, S,HUDSON, EW
UCHIDA, S,LANG, KM
UCHIDA, S,DAVIS, JC
UCHIDA, S,OGASAWARA, T
UCHIDA, S,ASHIDA, M
UCHIDA, S,KUWATAGONOKAMI, M
KOBAYASHI, K,TOKURA, Y
KOBAYASHI, K,KIMURA, T
KOBAYASHI, K,OHE, C
KOBAYASHI, K,IGUCHI, K
KOBAYASHI, K,TOHYAMA, T
KOBAYASHI, K,EISAKI, H
KOBAYASHI, K,KISHIO, K
KOBAYASHI, K,ISOBE, M
KOBAYASHI, K,UEDA, Y
KOBAYASHI, K,INO, A
KOBAYASHI, K,MIZOKAWA, T
KOBAYASHI, K,FUJIMORI, A
KOBAYASHI, K,SASAGAWA, T
KOBAYASHI, K,TAMASAKU, K
KOBAYASHI, K,TAKAGI, H
KOBAYASHI, K,MATSUNO, J
KOBAYASHI, K,SAMATA, H
KOBAYASHI, K,MISHIRO, A
KOBAYASHI, K,NAGATA, Y
KOBAYASHI, K,GROOT, FMFD
KOBAYASHI, K,TANABE, T
KOBAYASHI, K,KATSUFUJI, T
KOBAYASHI, K,SATAKE, M
KOBAYASHI, K,SUSAKI, T
KOBAYASHI, K,TONOGAI, T
SHEN, ZX,MAREL, DVD
SHEN, ZX,BOZOVIC, I
SHEN, ZX,ECKSTEIN, JN
SHEN, ZX,IKEDA, H
SHEN, ZX,HARRIS, JM
SHEN, ZX,WHITE, PJ
SHEN, ZX,MARSHALL, DS
SHEN, ZX,SCHABEL, MC
SHEN, ZX,TOHYAMA, T
SHEN, ZX,EISAKI, H
SHEN, ZX,NAKAMURA, M
SHEN, ZX,YOSHIZAKI, R
SHEN, ZX,SI, WD
SHEN, ZX,XIONG, JW
SHEN, ZX,ZHAO, ZX
SHEN, ZX,DESSAU, DS
SHEN, ZX,KISHIO, K
SHEN, ZX,KIM, C
SHEN, ZX,RYKOV, AI
SHEN, ZX,TAJIMA, S
SHEN, ZX,INO, A
SHEN, ZX,MIZOKAWA, T
SHEN, ZX,FUJIMORI, A
SHEN, ZX,TAMASAKU, K
SHEN, ZX,KAKESHITA, T
SHEN, ZX,TAKABA, M
